RowNumber,CustomerId,CreditScore,State,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Complain,Satisfaction Score,Card Type,Point Earned
3759,17648023,690,Wyoming,Female,29,1,104645.19,4,1,0,1,0,1,PLATINUM,53
3760,18314077,377,New Jersey,Female,43,0,31284.16,1,0,1,1,0,1,GOLD,83
3761,15335455,697,Rhode Island,Male,28,2,31609.14,1,0,1,0,1,5,PLATINUM,819
3762,19698958,393,Wyoming,Male,34,2,0.0,2,1,0,0,1,3,GOLD,195
3763,16913024,689,Delaware,Male,38,4,49639.42,2,0,0,0,0,1,GOLD,616
3764,19691874,602,Louisiana,Female,36,1,497354.78,3,1,0,0,1,3,SILVER,981
3765,19153273,578,Montana,Female,31,1,7647.13,1,0,1,0,0,3,DIAMOND,846
3766,15373060,675,California,Male,29,8,96650.37,2,0,0,1,0,2,SILVER,785
3767,17266972,700,Nevada,Male,40,5,0.0,2,0,0,1,0,4,SILVER,406
3768,18950866,708,Arkansas,Female,30,1,51105.73,2,1,1,0,0,2,PLATINUM,748
3769,17959803,783,Florida,Male,35,2,66664.0,2,1,1,1,0,5,PLATINUM,682
3770,19625546,804,Montana,Female,49,4,81467.84,3,0,1,0,0,3,SILVER,397
3771,17347381,830,Utah,Male,53,0,148480.59,3,1,0,0,0,5,GOLD,93
3772,17708606,646,Nebraska,Male,52,5,0.0,1,0,1,1,0,3,PLATINUM,692
3773,16532096,587,Kentucky,Male,40,9,133721.4,2,1,0,1,0,2,DIAMOND,837
3774,16161448,813,Utah,Male,37,3,55768.89,1,0,0,0,0,5,PLATINUM,741
3775,19215756,641,Alabama,Female,65,3,35046.46,1,1,0,0,0,3,SILVER,467
3776,15766722,739,Vermont,Female,46,9,0.0,2,1,0,0,0,1,DIAMOND,127
3777,16402482,354,South Carolina,Male,44,6,60979.62,1,1,1,1,0,1,SILVER,72
3778,16113721,523,New Jersey,Male,51,8,25855.72,1,1,1,0,0,1,GOLD,613
3779,18466362,779,Montana,Female,52,4,89657.7,1,0,0,0,1,5,GOLD,42
3780,19302081,771,Pennsylvania,Female,54,2,28333.93,2,1,1,0,0,4,GOLD,275
3781,16081654,609,Arizona,Female,48,1,47685.6,4,0,0,0,0,2,DIAMOND,708
3782,17049842,819,Oklahoma,Female,49,1,87854.3,1,1,0,0,0,2,GOLD,356
3783,16804201,597,Utah,Female,39,8,0.0,3,0,1,1,0,2,GOLD,117
3784,19979846,432,Tennessee,Male,24,1,175811.28,1,1,0,1,0,4,SILVER,135
3785,17923111,602,Washington,Female,29,3,70095.94,2,0,0,0,0,3,GOLD,158
3786,16975876,667,Texas,Female,26,9,117825.82,1,1,1,0,0,1,DIAMOND,823
3787,17256122,699,New York,Male,48,8,120212.65,2,1,0,0,0,2,PLATINUM,478
3788,18158254,536,Indiana,Female,57,6,92520.95,1,0,1,1,0,3,SILVER,293
3789,18955245,386,West Virginia,Male,45,2,32734.54,2,0,0,0,1,2,SILVER,868
3790,15187420,575,Illinois,Male,49,9,309257.49,3,1,0,0,0,1,SILVER,648
3791,15845414,717,Colorado,Male,50,9,58598.21,1,1,0,0,0,3,DIAMOND,353
3792,15800833,569,Utah,Female,27,8,74923.93,1,0,0,0,0,3,PLATINUM,963
3793,15186345,567,Pennsylvania,Female,38,2,0.0,1,1,0,0,0,5,GOLD,891
3794,17688083,571,West Virginia,Male,29,0,68554.15,1,1,1,0,0,4,GOLD,83
3795,19272801,750,Arizona,Female,44,9,289890.88,1,1,0,0,0,3,SILVER,56
3796,18914930,586,Wyoming,Female,45,0,92547.15,2,1,1,0,0,2,SILVER,664
3797,16477350,730,Colorado,Male,35,8,20647.67,1,0,0,0,0,2,PLATINUM,929
3798,19634769,420,North Carolina,Female,34,8,130760.49,3,0,1,0,0,1,DIAMOND,254
3799,19122586,730,Vermont,Male,39,2,0.0,1,1,0,0,0,4,SILVER,956
3800,16851370,836,Connecticut,Male,29,0,167762.96,1,0,1,0,0,4,SILVER,202
3801,15429137,672,Texas,Female,46,4,53569.83,2,1,1,0,0,4,PLATINUM,863
3802,16144333,400,Rhode Island,Male,47,5,26820.08,1,1,0,0,0,2,PLATINUM,605
3803,15418994,639,Indiana,Female,48,7,141682.52,2,1,0,0,0,1,SILVER,576
3804,15465510,493,Oregon,Male,40,2,9355.09,3,1,0,0,0,1,SILVER,948
3805,18379791,666,Wisconsin,Male,42,6,103772.27,1,0,1,0,0,5,PLATINUM,900
3806,17217715,532,Montana,Female,54,0,168429.25,2,1,0,1,0,2,DIAMOND,128
3807,18699045,792,Oklahoma,Female,50,6,111200.77,1,1,0,0,1,2,GOLD,648
3808,15299801,613,South Dakota,Female,54,0,71086.8,2,0,1,0,0,2,PLATINUM,949
3809,17396919,350,California,Male,36,9,42922.11,1,1,0,0,0,2,GOLD,941
3810,19100288,516,Iowa,Female,32,8,103507.79,4,1,1,0,0,4,GOLD,508
3811,19027320,588,Georgia,Female,47,3,85477.7,4,1,0,1,0,2,SILVER,540
3812,15452653,648,Rhode Island,Female,49,3,37761.58,2,1,1,1,0,2,PLATINUM,161
3813,17273988,558,Ohio,Female,45,8,84471.28,2,1,1,0,0,4,DIAMOND,608
3814,15364829,726,Virginia,Female,51,7,228962.25,3,1,0,0,0,5,SILVER,291
3815,17267622,402,Wisconsin,Female,22,1,20755.9,2,1,0,0,0,3,PLATINUM,335
3816,15135391,674,Alabama,Female,41,8,126330.77,2,1,0,0,0,2,GOLD,286
3817,19490779,502,Delaware,Female,34,2,30550.4,3,1,0,0,0,2,PLATINUM,83
3818,19789467,683,Indiana,Male,35,4,0.0,1,1,0,0,1,1,GOLD,898
3819,16585381,642,Hawaii,Male,54,9,58850.76,3,1,0,1,0,4,GOLD,10
3820,15034588,746,New Mexico,Male,38,4,151180.35,3,0,0,0,0,4,GOLD,251
3821,19872350,402,Maine,Male,40,3,0.0,1,0,0,0,0,1,SILVER,660
3822,18782313,432,Washington,Female,44,10,0.0,1,1,1,0,0,5,PLATINUM,297
3823,15373391,763,Connecticut,Male,39,2,13076.21,1,0,0,0,0,5,PLATINUM,536
3824,19684004,388,North Carolina,Male,20,2,112353.4,2,1,0,0,1,2,GOLD,498
3825,16556131,366,Utah,Female,31,9,157675.84,1,0,0,0,0,5,PLATINUM,995
3826,18775116,591,Iowa,Female,42,3,118866.86,3,1,0,0,0,2,PLATINUM,545
3827,19954504,834,Michigan,Female,34,2,190270.78,1,1,0,0,0,1,GOLD,883
3828,17547624,455,Illinois,Male,37,4,39687.12,1,1,0,0,0,1,GOLD,345
3829,17325037,783,Wisconsin,Male,25,3,72955.38,1,0,1,0,0,5,DIAMOND,611
3830,17270634,356,California,Male,60,8,0.0,2,1,0,1,0,5,SILVER,7
3831,18419345,590,Georgia,Male,30,2,188865.65,1,1,0,1,0,2,GOLD,794
3832,18175662,482,Tennessee,Male,32,0,184732.68,3,1,1,0,1,1,PLATINUM,309
3833,19008522,817,New York,Male,34,8,102096.41,1,0,1,0,0,5,DIAMOND,581
3834,15539826,502,Wisconsin,Female,33,3,145814.19,1,1,1,1,1,1,GOLD,370
3835,18267078,460,Utah,Female,55,5,100936.26,3,1,0,1,1,1,PLATINUM,420
3836,18923781,773,Alaska,Male,41,1,0.0,2,1,0,0,0,1,SILVER,613
3837,16918606,421,Arizona,Female,31,9,55539.52,1,1,0,0,0,2,SILVER,239
3838,17724918,370,Virginia,Female,40,5,0.0,3,1,0,0,0,5,GOLD,981
3839,16634571,820,Alabama,Male,45,2,27018.32,1,0,1,0,1,4,GOLD,93
3840,18385981,469,Kentucky,Female,52,8,267673.99,2,1,0,1,0,3,PLATINUM,125
3841,15617329,404,Alabama,Male,38,1,71455.43,1,1,0,0,0,5,GOLD,84
3842,15257631,841,Washington,Male,44,6,21857.11,1,0,1,0,0,2,PLATINUM,691
3843,16165308,382,Massachusetts,Female,31,3,114260.26,1,1,0,0,0,3,GOLD,782
3844,15541860,474,Florida,Female,32,7,58603.93,2,0,1,0,0,3,GOLD,390
3845,18943575,728,South Carolina,Female,47,4,78752.61,1,0,1,0,0,1,PLATINUM,267
3846,17000904,729,Mississippi,Female,33,0,15910.46,3,1,1,0,0,4,PLATINUM,381
3847,16950760,739,Michigan,Male,63,8,68522.03,1,1,1,1,0,4,SILVER,269
3848,18756420,782,Minnesota,Female,29,4,73593.91,1,1,1,0,0,5,PLATINUM,703
3849,15298802,383,Vermont,Male,43,4,59479.6,1,1,1,0,0,1,GOLD,758
3850,18997897,415,Montana,Female,53,0,99721.59,1,1,1,0,1,5,SILVER,623
3851,18953784,826,Montana,Male,47,3,0.0,4,1,1,0,1,3,SILVER,628
3852,16301769,803,Hawaii,Male,28,9,53998.62,2,1,1,1,0,2,GOLD,939
3853,18677153,786,Ohio,Female,32,8,101195.32,1,1,1,0,0,1,DIAMOND,143
3854,19462769,388,Minnesota,Female,48,10,130872.87,1,1,1,0,0,4,DIAMOND,241
3855,17141075,460,Illinois,Female,48,2,102208.0,2,0,0,0,0,1,PLATINUM,77
3856,18662547,813,Alaska,Female,51,9,0.0,3,0,1,1,0,3,PLATINUM,476
3857,19565628,646,Pennsylvania,Female,46,8,60696.01,2,1,0,0,0,3,GOLD,605
3858,18136957,426,Wyoming,Male,33,8,74832.82,2,0,1,1,1,4,DIAMOND,671
3859,17694416,618,New Mexico,Female,51,2,391947.71,2,1,0,0,0,5,PLATINUM,743
3860,15749950,427,Minnesota,Female,53,1,221752.92,1,1,0,1,0,4,PLATINUM,368
3861,19278553,433,Missouri,Male,50,0,61799.75,2,0,1,0,0,4,SILVER,203
3862,16929595,790,Maryland,Male,25,7,41725.11,1,1,0,0,1,5,DIAMOND,16
3863,16516878,839,West Virginia,Male,31,1,65889.58,2,1,0,0,0,1,GOLD,658
3864,17931595,422,New Mexico,Male,41,5,46525.64,2,1,0,0,0,3,GOLD,651
3865,16270915,512,Ohio,Male,47,6,46098.34,2,1,0,0,0,2,GOLD,977
3866,15934662,666,Colorado,Male,44,6,59858.38,2,1,1,0,1,4,DIAMOND,978
3867,15357558,592,Texas,Male,35,9,0.0,2,1,0,0,0,3,GOLD,329
3868,19339480,644,New Hampshire,Female,18,3,39235.97,2,1,1,1,1,5,GOLD,329
3869,19169075,783,New Hampshire,Male,56,0,0.0,3,1,1,1,0,5,GOLD,338
3870,17599942,779,Nebraska,Female,42,1,108499.47,1,1,0,0,0,3,SILVER,983
3871,18912934,510,Connecticut,Male,60,8,0.0,1,1,0,0,0,1,SILVER,418
3872,15008455,585,Alabama,Female,50,7,78658.93,2,1,1,1,1,3,SILVER,919
3873,17467089,719,Ohio,Female,66,8,69967.45,1,0,1,1,0,4,GOLD,341
3874,17360829,767,Massachusetts,Male,46,8,147401.81,2,1,1,0,0,5,GOLD,799
3875,17288805,664,Idaho,Male,36,7,89017.0,1,0,0,0,0,5,PLATINUM,457
3876,19455194,693,Pennsylvania,Male,41,0,0.0,1,0,1,0,0,3,PLATINUM,957
3877,19123537,713,Utah,Male,40,8,86904.41,1,1,0,1,1,4,PLATINUM,107
3878,17350641,558,Rhode Island,Male,53,8,49908.67,2,1,0,0,0,5,DIAMOND,50
3879,15960381,713,North Dakota,Female,40,4,89883.36,1,1,1,0,0,3,GOLD,565
3880,18765335,590,Delaware,Female,55,1,0.0,3,0,0,1,0,3,SILVER,479
3881,17519631,629,Washington,Female,30,5,77361.25,1,1,1,0,0,4,PLATINUM,431
3882,15564335,479,Florida,Female,24,0,34583.08,2,1,0,0,1,5,SILVER,363
3883,18169477,726,South Dakota,Female,42,7,97015.81,1,1,0,0,0,3,GOLD,653
3884,16559586,626,Alaska,Male,44,7,81297.71,1,0,1,0,0,2,GOLD,770
3885,19390010,766,North Carolina,Female,33,8,0.0,1,0,0,0,1,2,SILVER,574
3886,16053097,396,Virginia,Male,47,0,80017.44,2,0,1,0,0,2,GOLD,698
3887,16024731,754,West Virginia,Male,49,5,178850.21,1,1,0,0,0,2,GOLD,392
3888,16466672,529,Maryland,Female,62,1,73682.66,4,0,1,0,0,3,PLATINUM,93
3889,17711942,427,Wisconsin,Female,28,6,109394.41,1,1,1,0,0,1,PLATINUM,782
3890,18102120,815,Vermont,Female,52,6,140520.01,2,1,1,0,0,2,GOLD,26
3891,15436086,774,Kentucky,Female,42,10,33923.24,1,1,0,1,1,1,GOLD,313
3892,15232597,404,Georgia,Female,42,0,26030.87,2,1,1,0,1,4,GOLD,924
3893,18393715,545,Tennessee,Female,48,4,4768.27,3,1,0,1,0,4,SILVER,749
3894,19799782,521,Louisiana,Female,58,5,146419.05,4,1,1,0,0,2,GOLD,569
3895,18368183,490,Nevada,Male,45,3,87073.76,1,0,1,0,0,1,SILVER,772
3896,17787866,434,Alaska,Female,42,4,121421.67,2,0,0,0,0,3,PLATINUM,602
3897,17904662,683,Minnesota,Male,37,1,0.0,3,1,1,0,0,3,PLATINUM,538
3898,18489559,594,Mississippi,Female,55,0,84282.69,1,1,1,1,0,2,PLATINUM,710
3899,16432217,706,West Virginia,Female,44,7,60268.37,2,1,0,0,0,2,DIAMOND,225
3900,17961655,613,Minnesota,Male,31,8,35161.84,2,0,1,1,0,5,SILVER,233
3901,17309420,399,New Jersey,Male,56,5,12493.36,3,1,0,0,0,2,GOLD,998
3902,16740966,527,New Mexico,Female,46,9,134501.7,1,0,1,0,0,3,GOLD,14
3903,17932370,727,California,Female,39,2,208684.39,1,1,1,1,0,1,PLATINUM,905
3904,19971871,657,Massachusetts,Male,35,3,269593.87,2,0,1,0,0,4,GOLD,726
3905,16844912,730,Utah,Female,36,2,0.0,2,1,1,1,0,2,SILVER,576
3906,15400613,752,Utah,Male,30,1,265243.76,1,1,1,0,0,4,SILVER,501
3907,19506760,446,Nebraska,Female,65,8,111777.03,2,1,1,0,1,5,DIAMOND,919
3908,17958545,456,Nebraska,Male,36,6,0.0,4,1,0,1,0,4,GOLD,11
3909,19382641,661,South Carolina,Male,36,2,15973.97,3,1,1,0,0,4,PLATINUM,534
3910,15481210,850,West Virginia,Female,31,10,132316.27,1,0,0,1,0,1,PLATINUM,483
3911,16158883,688,Maine,Male,43,8,26091.68,1,1,1,0,0,2,SILVER,765
3912,16361455,535,New Jersey,Male,53,2,0.0,1,1,0,0,0,5,DIAMOND,784
3913,18694768,749,Kansas,Male,25,6,106778.37,2,0,1,0,0,4,GOLD,614
3914,15281362,717,South Carolina,Female,40,1,82427.32,1,1,1,0,0,3,DIAMOND,596
3915,16222324,767,Nevada,Female,36,10,233122.11,1,1,1,0,0,5,DIAMOND,39
3916,15832930,447,Connecticut,Female,29,6,84173.24,1,1,0,0,0,4,PLATINUM,60
3917,15687743,753,Oregon,Male,41,3,63052.87,2,1,0,0,0,2,SILVER,869
3918,15692803,401,Oklahoma,Male,23,9,68854.1,2,1,1,0,1,1,PLATINUM,948
3919,17471238,506,Kansas,Female,43,5,0.0,2,1,1,0,0,5,GOLD,511
3920,18118902,541,Missouri,Female,47,1,202140.7,2,1,0,0,0,3,GOLD,213
3921,15864883,748,Idaho,Female,55,4,0.0,1,1,1,1,0,3,GOLD,155
3922,15489451,435,Colorado,Male,48,10,0.0,1,1,1,0,0,2,GOLD,933
3923,18693870,765,South Dakota,Female,43,6,0.0,2,1,0,1,0,2,SILVER,274
3924,18189874,486,New Mexico,Female,48,1,55820.14,1,1,0,0,0,3,SILVER,122
3925,17561705,792,Kansas,Female,48,6,95037.6,1,0,0,1,1,1,GOLD,4
3926,19403867,835,Virginia,Male,44,3,69094.97,3,1,1,0,1,3,DIAMOND,428
3927,18609213,659,Texas,Male,43,1,133905.21,1,1,1,0,0,4,GOLD,582
3928,18919373,809,Montana,Female,40,5,104822.94,1,1,1,0,0,4,PLATINUM,139
3929,17214876,684,South Dakota,Female,39,10,303552.86,2,1,1,0,0,1,GOLD,136
3930,18777090,529,Iowa,Male,28,4,82608.79,2,1,1,0,0,4,GOLD,294
3931,17579764,403,Michigan,Male,18,0,241934.9,1,1,0,0,0,5,SILVER,782
3932,18236953,515,Oklahoma,Male,25,2,151203.62,1,1,1,0,0,3,PLATINUM,337
3933,16280900,549,South Carolina,Female,31,8,19952.15,3,1,0,1,0,3,SILVER,969
3934,18594611,847,North Dakota,Male,37,3,121848.1,1,1,1,0,1,4,SILVER,115
3935,16844812,575,Wyoming,Male,49,1,75241.89,1,1,1,0,1,1,GOLD,694
3936,15014671,416,Texas,Female,21,10,68270.62,1,1,1,1,1,4,GOLD,201
3937,19000206,352,Wisconsin,Male,39,6,0.0,3,0,1,0,0,5,SILVER,867
3938,16363381,820,Alabama,Male,39,0,180552.38,3,1,0,0,0,1,GOLD,436
3939,17550978,508,Mississippi,Female,32,7,35313.27,3,1,1,0,0,4,SILVER,512
3940,16674596,555,Montana,Male,51,5,206742.19,2,1,1,0,0,1,SILVER,273
3941,16364225,731,West Virginia,Male,36,9,15518.03,1,1,0,0,0,3,SILVER,328
3942,17238705,545,Virginia,Female,31,1,80612.01,1,1,1,0,0,1,DIAMOND,334
3943,19886640,538,Louisiana,Female,40,3,45504.47,2,1,1,0,0,3,GOLD,927
3944,19083283,718,Washington,Male,41,8,0.0,4,0,0,0,0,5,SILVER,53
3945,17730042,586,North Carolina,Male,63,10,38222.29,1,0,0,0,0,4,PLATINUM,309
3946,18676581,355,Idaho,Female,32,1,12096.72,1,1,0,0,0,1,GOLD,873
3947,16970586,425,Kentucky,Male,42,9,84219.47,3,0,1,0,0,2,SILVER,783
3948,18749949,796,New York,Male,31,3,49295.61,1,1,0,0,0,3,GOLD,621
3949,18856162,694,Idaho,Female,35,10,38599.67,2,1,1,0,1,4,SILVER,99
3950,17798383,717,Nevada,Female,22,3,78314.12,2,0,1,0,0,3,SILVER,567
3951,16524283,487,Michigan,Male,36,5,260814.04,2,0,0,0,0,4,GOLD,407
3952,15333222,422,Louisiana,Male,59,4,148978.74,3,1,1,0,0,5,PLATINUM,834
3953,18667004,546,Nevada,Female,42,0,155685.15,2,1,1,1,0,2,SILVER,991
3954,19879771,370,Vermont,Female,40,6,9904.15,1,1,0,1,0,2,PLATINUM,283
3955,19515950,411,North Carolina,Female,46,6,40460.46,2,0,1,0,0,4,SILVER,860
3956,17410101,826,Vermont,Male,52,6,83915.56,2,0,0,0,0,3,GOLD,366
3957,15041028,850,North Carolina,Male,37,3,100665.82,1,1,0,0,0,4,SILVER,725
3958,15122868,612,Wyoming,Female,45,8,138050.78,1,1,1,1,0,5,PLATINUM,615
3959,17525165,849,California,Male,45,9,0.0,1,1,1,0,0,1,SILVER,901
3960,19135113,465,South Dakota,Male,37,3,136593.29,3,0,0,0,0,1,PLATINUM,281
3961,19981507,515,Iowa,Female,46,1,185252.84,3,1,1,1,1,4,SILVER,630
3962,15633311,672,New Mexico,Female,40,10,0.0,2,1,1,0,0,4,SILVER,850
3963,16507967,768,Connecticut,Male,37,0,124450.61,2,1,1,0,0,1,GOLD,885
3964,15383432,404,Massachusetts,Male,39,5,200927.04,1,1,0,0,0,1,GOLD,782
3965,19248534,637,New York,Female,54,10,0.0,1,1,1,0,0,5,DIAMOND,393
3966,16799518,390,New Jersey,Male,41,7,52482.19,2,1,1,0,0,2,GOLD,277
3967,16246341,692,Massachusetts,Female,40,3,0.0,4,0,1,0,0,1,GOLD,811
3968,15265517,395,North Dakota,Male,43,8,44887.43,3,1,0,1,0,3,PLATINUM,901
3969,18142609,508,Massachusetts,Female,44,10,124510.64,2,1,1,1,0,3,GOLD,7
3970,16467472,642,Nevada,Female,48,5,336196.25,3,1,0,0,1,5,GOLD,202
3971,15991802,756,Wyoming,Male,47,10,60783.67,1,0,1,0,1,5,DIAMOND,566
3972,17278652,378,Oklahoma,Female,43,8,26568.99,2,1,0,1,0,5,SILVER,237
3973,16720084,653,Texas,Male,45,7,62748.33,3,1,1,0,0,4,GOLD,387
3974,19414705,775,Vermont,Male,39,10,0.0,1,1,1,0,1,4,GOLD,624
3975,17995650,802,Minnesota,Female,47,3,25651.33,2,0,1,0,0,4,SILVER,217
3976,19612759,703,California,Male,30,8,93603.24,1,1,0,0,0,3,DIAMOND,867
3977,16449139,781,Utah,Male,66,8,0.0,2,1,0,0,0,4,GOLD,788
3978,15734979,668,Illinois,Male,48,0,51463.57,4,1,1,0,0,5,GOLD,604
3979,18301524,556,Nevada,Female,57,0,82823.62,1,1,0,0,0,2,GOLD,212
3980,19849100,429,Wyoming,Male,28,2,48709.92,1,1,1,0,1,3,PLATINUM,838
3981,19021338,541,Maine,Male,58,4,34900.67,1,0,0,0,1,1,SILVER,246
3982,17095494,370,Missouri,Female,19,6,274529.77,1,1,0,0,0,2,SILVER,386
3983,18247125,448,Massachusetts,Male,42,3,334989.15,1,1,0,0,0,4,PLATINUM,568
3984,19916205,799,North Carolina,Male,46,3,20468.54,1,1,1,1,0,1,SILVER,152
3985,18391474,546,Ohio,Female,31,3,0.0,1,1,0,0,0,1,SILVER,516
3986,15286296,598,Colorado,Male,33,10,64803.47,4,0,1,0,0,5,SILVER,982
3987,19225327,721,Delaware,Female,59,7,30144.66,1,1,0,1,0,1,PLATINUM,346
3988,16007253,490,Mississippi,Male,34,9,0.0,2,0,0,0,0,5,SILVER,741
3989,17665998,656,Virginia,Female,19,8,0.0,1,1,1,1,0,3,SILVER,488
3990,17216756,674,California,Male,33,0,0.0,1,1,0,0,0,2,SILVER,9
3991,16435566,746,Arkansas,Male,34,4,0.0,2,0,1,0,0,4,GOLD,953
3992,18386580,791,Louisiana,Female,35,7,65065.1,2,1,0,0,1,5,GOLD,98
3993,16176266,729,Minnesota,Female,38,9,70404.15,2,1,1,0,0,4,GOLD,672
3994,19124038,513,Iowa,Male,36,2,31780.29,1,0,0,0,0,1,PLATINUM,983
3995,17668114,711,Mississippi,Female,38,0,0.0,1,1,0,0,0,3,PLATINUM,532
3996,18318435,664,New Mexico,Female,42,5,158993.19,1,0,1,0,0,5,SILVER,532
3997,15636033,548,West Virginia,Female,45,7,89894.74,1,0,1,0,0,2,PLATINUM,19
3998,19749885,770,Hawaii,Male,44,2,0.0,2,1,1,1,0,5,GOLD,147
3999,17754074,513,Nebraska,Male,35,5,32885.93,1,1,1,0,0,1,GOLD,607
4000,19758876,372,Florida,Female,26,6,53303.24,1,0,1,0,1,2,GOLD,85
4001,17176631,834,Kansas,Male,28,2,97655.62,1,1,1,0,0,1,GOLD,876
4002,17509795,654,New Hampshire,Female,61,10,131064.55,3,1,0,0,0,1,GOLD,450
4003,19891546,552,Ohio,Male,32,1,76224.95,1,0,0,1,0,1,PLATINUM,803
4004,18911103,696,South Dakota,Female,52,5,0.0,3,0,0,0,0,1,DIAMOND,742
4005,15506975,795,Colorado,Female,45,2,153762.25,2,1,0,0,0,5,DIAMOND,987
4006,18877777,796,Connecticut,Male,46,10,4865.35,3,1,1,0,0,5,DIAMOND,498
4007,17869258,699,New Jersey,Male,37,3,79532.3,4,1,0,1,0,5,GOLD,743
4008,18835626,838,Washington,Female,42,8,0.0,1,1,0,1,1,5,PLATINUM,823
4009,18759723,594,Washington,Female,39,4,40522.33,1,0,0,1,1,1,GOLD,142
4010,17361123,401,Minnesota,Male,57,8,45379.01,1,0,1,0,0,5,GOLD,525
4011,17572431,786,New Hampshire,Male,33,6,0.0,1,0,1,0,0,2,GOLD,297
4012,15313861,817,New Jersey,Male,45,2,47693.68,1,1,0,0,0,2,GOLD,149
4013,15156536,514,Vermont,Male,48,0,14831.98,1,1,0,0,0,2,SILVER,938
4014,19045273,444,Texas,Female,49,1,111887.54,3,0,0,0,0,4,SILVER,262
4015,19042868,490,Virginia,Male,40,3,128668.4,3,0,1,0,0,5,SILVER,645
4016,17517220,413,Connecticut,Male,37,7,61642.85,1,1,0,1,0,2,GOLD,269
4017,16540889,422,Wisconsin,Female,30,0,30652.59,1,0,1,1,0,5,GOLD,635
4018,15261040,701,New York,Female,34,5,27126.22,1,0,1,0,0,2,GOLD,527
4019,15048692,820,Alabama,Male,40,0,92093.76,1,1,1,0,0,3,PLATINUM,19
4020,17584115,436,New Hampshire,Male,36,2,184003.14,1,0,1,0,0,4,SILVER,970
4021,19176058,563,Texas,Male,67,0,67487.45,1,1,0,0,0,3,GOLD,375
4022,15510881,356,West Virginia,Male,47,5,0.0,1,1,1,0,0,2,GOLD,901
4023,15568445,554,Texas,Male,39,4,35910.47,1,0,0,1,0,5,PLATINUM,311
4024,16383426,675,Mississippi,Male,35,4,62315.15,2,1,1,0,0,1,SILVER,475
4025,18512519,411,Arkansas,Female,48,0,21466.84,2,1,1,0,0,5,SILVER,376
4026,16517625,647,Nevada,Female,35,8,71295.56,1,1,1,0,0,4,SILVER,372
4027,18466890,395,Indiana,Male,60,3,174903.4,2,1,0,1,0,3,SILVER,519
4028,18674197,803,Michigan,Male,27,0,171620.17,2,1,1,0,1,3,SILVER,415
4029,19361813,517,California,Male,44,2,0.0,2,1,0,0,1,5,GOLD,258
4030,15245160,800,Washington,Male,41,4,79960.62,1,1,0,0,0,5,PLATINUM,602
4031,15449483,597,Maryland,Female,51,7,69363.3,3,1,1,0,1,4,DIAMOND,860
4032,19686408,624,Delaware,Male,35,3,11011.23,1,1,0,0,0,3,SILVER,671
4033,15772939,795,Florida,Male,49,6,0.0,1,0,0,0,0,4,GOLD,887
4034,16407652,803,South Dakota,Female,42,3,0.0,4,1,1,0,0,1,GOLD,987
4035,18211995,636,Montana,Female,18,10,206599.95,1,1,1,0,0,1,GOLD,162
4036,19512591,600,Kansas,Female,60,5,85918.31,1,1,0,0,0,1,SILVER,104
4037,18005943,438,South Dakota,Male,24,6,57955.58,1,1,1,0,0,2,SILVER,692
4038,19294195,444,Nevada,Female,34,7,277351.42,2,0,0,0,0,3,DIAMOND,438
4039,19020327,577,Arizona,Female,38,9,37594.27,1,1,0,0,0,5,SILVER,167
4040,16747567,753,Ohio,Male,58,7,141836.18,1,1,1,1,0,1,GOLD,849
4041,19196178,743,Washington,Female,21,8,324765.02,2,0,0,1,0,3,GOLD,341
4042,19944571,728,Illinois,Female,36,10,0.0,2,1,1,0,1,3,SILVER,709
4043,15144557,815,Idaho,Female,52,6,66361.72,2,0,0,1,0,5,GOLD,609
4044,15777566,750,Vermont,Female,58,5,41759.24,3,1,0,0,0,4,SILVER,410
4045,16657418,710,Massachusetts,Female,21,9,0.0,3,0,0,1,0,3,SILVER,691
4046,18337962,646,Tennessee,Female,28,9,201133.5,1,0,1,0,1,5,GOLD,86
4047,19634047,728,Wyoming,Male,59,0,140773.2,1,1,1,0,0,3,PLATINUM,934
4048,18082788,849,Ohio,Female,35,6,0.0,1,1,0,0,0,2,DIAMOND,624
4049,18084342,804,Montana,Male,18,7,66283.6,1,0,0,0,0,5,GOLD,967
4050,16299388,847,Wyoming,Male,54,8,0.0,1,1,1,0,1,1,GOLD,652
4051,19191179,470,Rhode Island,Male,28,3,141474.77,2,1,1,0,0,1,SILVER,96
4052,15882703,829,North Dakota,Male,33,0,94219.68,2,1,0,0,0,5,GOLD,468
4053,17607215,766,Washington,Male,26,1,0.0,1,1,1,0,1,3,GOLD,17
4054,16649492,800,Georgia,Female,35,8,22619.41,2,1,1,0,0,5,GOLD,995
4055,16239991,717,Iowa,Female,25,8,124067.78,1,1,1,0,0,1,GOLD,521
4056,19416862,718,Texas,Female,50,10,0.0,2,1,1,0,0,4,PLATINUM,785
4057,17326713,593,Oklahoma,Female,55,10,88231.0,1,0,0,1,1,5,DIAMOND,256
4058,18040244,733,Colorado,Male,50,4,74338.15,2,1,0,0,0,2,SILVER,905
4059,19721653,701,Washington,Male,43,4,45443.35,2,1,0,0,0,4,GOLD,495
4060,17100946,438,Indiana,Female,36,7,15388.31,3,1,0,0,0,5,GOLD,413
4061,19790969,429,Indiana,Male,39,3,0.0,1,0,0,0,0,4,GOLD,766
